car_id,current_office_id,car_name,car_type,fuel_type,model,model_year
2586,69,Escape,suv,GASOLINE,Ford,2010
2587,12,Edge,suv,GASOLINE,Ford,2010
2588,9,Yaris,car,GASOLINE,Toyota,2007
2589,82,Grand Caravan,minivan,GASOLINE,Dodge,2011
2590,56,Explorer,suv,GASOLINE,Ford,2016
2591,59,Odyssey,minivan,GASOLINE,Honda,2019
2592,98,Clubman,car,GASOLINE,MINI,2018
2593,18,6,car,GASOLINE,Mazda,2014
2594,65,Escape,suv,GASOLINE,Ford,2015
2595,58,Grand Caravan,minivan,GASOLINE,Dodge,2012
2596,26,Q5,suv,GASOLINE,Audi,2010
2597,76,Vibe,car,GASOLINE,Pontiac,2009
2598,79,Veloster,car,GASOLINE,Hyundai,2019
2599,85,F-150,truck,GASOLINE,Ford,2015
2600,50,Jetta,car,GASOLINE,Volkswagen,2015
2601,87,Z4,car,GASOLINE,BMW,2006
2602,53,SLK-Class,car,GASOLINE,Mercedes-Benz,2007
2603,34,C-Class,car,GASOLINE,Mercedes-Benz,2010
2604,28,TT,car,GASOLINE,Audi,2010
2605,94,Grand Caravan,minivan,GASOLINE,Dodge,2011
2606,4,M-Class,suv,GASOLINE,Mercedes-Benz,2011
2607,63,Cruze,car,GASOLINE,Chevrolet,2013
2608,54,A5,car,GASOLINE,Audi,2011
2609,66,Focus,car,GASOLINE,Ford,2015
2610,5,Focus,car,GASOLINE,Ford,2016
2611,39,5 Series,car,GASOLINE,BMW,2007
2612,45,Focus,car,GASOLINE,Ford,2016
2613,6,X5,suv,GASOLINE,BMW,2008
2614,94,Corolla,car,GASOLINE,Toyota,2012
2615,16,C-Class,car,GASOLINE,Mercedes-Benz,2007
2616,69,Corolla,car,GASOLINE,Toyota,2012
2617,31,Corolla,car,GASOLINE,Toyota,2012
2618,93,Corolla,car,GASOLINE,Toyota,2012
2619,18,A4,car,GASOLINE,Audi,2007
2620,83,Corolla,car,GASOLINE,Toyota,2012
2621,30,fortwo,car,GASOLINE,smart,2014
2622,9,Corvette,car,GASOLINE,Chevrolet,2016
2623,63,Ghibli,car,GASOLINE,Maserati,2016
2624,12,Q7,suv,GASOLINE,Audi,2018
2625,13,C-Class,car,GASOLINE,Mercedes-Benz,2017
2626,96,S5,car,GASOLINE,Audi,2018
2627,15,4-Series,car,GASOLINE,BMW,2019
2628,57,Tahoe,suv,GASOLINE,Chevrolet,2015
2629,21,Model 3,car,ELECTRIC,Tesla,2018
2630,66,E-Class,car,DIESEL,Mercedes-Benz,2012
2631,10,Sorento,suv,GASOLINE,Kia,2017
2632,39,3 Series,car,GASOLINE,BMW,2014
2633,49,Cherokee,suv,GASOLINE,Jeep,2015
2634,46,Yaris,car,GASOLINE,Toyota,2014
2635,73,Sonata,car,GASOLINE,Hyundai,2015
2636,99,xD,car,GASOLINE,Scion,2008
2637,31,RC 350,car,GASOLINE,Lexus,2015
2638,10,C-Max Hybrid,car,HYBRID,Ford,2013
2639,62,Insight,car,HYBRID,Honda,2010
2640,53,Forte,car,GASOLINE,Kia,2017
2641,35,Mirage,car,GASOLINE,Mitsubishi,2014
2642,4,Rio,car,GASOLINE,Kia,2016
2643,78,Versa,car,GASOLINE,Nissan,2016
2644,52,CTS,car,GASOLINE,Cadillac,2017
2645,44,Explorer,suv,GASOLINE,Ford,2015
2646,72,Sienna,minivan,GASOLINE,Toyota,2016
2647,44,Versa,car,GASOLINE,Nissan,2013
2648,32,Mirage,car,GASOLINE,Mitsubishi,2015
2649,89,Sorento,suv,GASOLINE,Kia,2019
2650,86,Range Rover,suv,GASOLINE,Land Rover,2019
2651,47,500,car,GASOLINE,FIAT,2016
2652,87,Accent,car,GASOLINE,Hyundai,2014
2653,45,Versa,car,GASOLINE,Nissan,2014
2654,13,C-HR,suv,GASOLINE,Toyota,2018
2655,38,Fusion Energi,car,HYBRID,Ford,2020
2656,76,Sienna,minivan,GASOLINE,Toyota,2019
2657,59,Sienna,minivan,GASOLINE,Toyota,2019
2658,82,C-HR,car,GASOLINE,Toyota,2019
2659,43,Prius,car,HYBRID,Toyota,2018
2660,74,Sienna,minivan,GASOLINE,Toyota,2019
2661,26,Hardtop 2dr,car,GASOLINE,MINI,2019
2662,64,XC60,suv,GASOLINE,Volvo,2019
2663,98,X1,suv,GASOLINE,BMW,2014
2664,57,Highlander Hybrid,suv,HYBRID,Toyota,2020
2665,32,Panamera,car,GASOLINE,Porsche,2014
2666,97,XT5,suv,GASOLINE,Cadillac,2017
2667,88,Camaro,car,GASOLINE,Chevrolet,2017
2668,94,Model 3,car,ELECTRIC,Tesla,2018
2669,85,2 Series,car,GASOLINE,BMW,2016
2670,61,Model 3,car,ELECTRIC,Tesla,2020
2671,8,Mustang,car,GASOLINE,Ford,2018
2672,46,MDX,suv,GASOLINE,Acura,2018
2673,36,3 Series,car,GASOLINE,BMW,2008
2674,86,Camaro,car,GASOLINE,Chevrolet,2013
2675,21,Model 3,car,ELECTRIC,Tesla,2018
2676,30,WRX,car,GASOLINE,Subaru,2018
2677,76,Model 3,car,ELECTRIC,Tesla,2018
2678,54,Wrangler,suv,GASOLINE,Jeep,2015
2679,52,Wrangler,suv,GASOLINE,Jeep,2017
2680,72,Mustang,car,GASOLINE,Ford,2014
2681,17,Charger,car,GASOLINE,Dodge,2019
2682,91,Z4,car,GASOLINE,BMW,2011
2683,12,Macan,suv,GASOLINE,Porsche,2015
2684,6,SQ5,suv,GASOLINE,Audi,2019
2685,42,Model 3,car,ELECTRIC,Tesla,2018
2686,56,X6,suv,GASOLINE,BMW,2017
2687,81,A8 L,car,GASOLINE,Audi,2019
2688,39,Z4,car,GASOLINE,BMW,2009
2689,19,Cayenne,suv,GASOLINE,Porsche,2014
2690,60,Pilot,suv,GASOLINE,Honda,2017
2691,25,GL-Class,suv,GASOLINE,Mercedes-Benz,2016
2692,97,X6,suv,GASOLINE,BMW,2017
2693,62,Pilot,suv,GASOLINE,Honda,2017
2694,28,ES 350,car,GASOLINE,Lexus,2016
2695,90,MDX,suv,GASOLINE,Acura,2015
2696,28,A5,car,GASOLINE,Audi,2018
2697,13,Boxster,car,GASOLINE,Porsche,2013
2698,17,124 Spider,car,GASOLINE,FIAT,2017
2699,44,5 Series,car,GASOLINE,BMW,2011
2700,67,Challenger,car,GASOLINE,Dodge,2019
2701,97,3 Series,car,GASOLINE,BMW,2014
2702,60,Pathfinder,suv,GASOLINE,Nissan,2014
2703,93,A4,car,GASOLINE,Audi,2018
2704,99,X1,suv,GASOLINE,BMW,2016
2705,84,GLE-Class,suv,GASOLINE,Mercedes-benz,2019
2706,33,X1,suv,GASOLINE,BMW,2016
2707,54,Model 3,car,ELECTRIC,Tesla,2019
2708,2,911,car,GASOLINE,Porsche,2000
2709,69,3 Series,car,GASOLINE,BMW,2017
2710,23,GL-Class,suv,DIESEL,Mercedes-Benz,2009
2711,18,Model X,suv,ELECTRIC,Tesla,2018
2712,48,Jetta,car,GASOLINE,Volkswagen,2012
2713,88,X1,suv,GASOLINE,BMW,2016
2714,49,Model 3,car,ELECTRIC,Tesla,2019
2715,49,Model S,car,ELECTRIC,Tesla,2019
2716,55,X4,suv,GASOLINE,BMW,2018
2717,2,Model 3,car,ELECTRIC,Tesla,2018
2718,85,XTS,car,GASOLINE,Cadillac,2017
2719,93,Jetta,car,DIESEL,Volkswagen,2013
2720,58,Highlander,suv,GASOLINE,Toyota,2018
2721,42,Equinox,suv,GASOLINE,Chevrolet,2015
2722,83,Crosstour,car,GASOLINE,Honda,2012
2723,56,Elantra,car,GASOLINE,Hyundai,2020
2724,57,Rio,car,GASOLINE,Kia,2013
2725,69,Versa,car,GASOLINE,Nissan,2018
2726,29,Spark,car,GASOLINE,Chevrolet,2020
2727,61,Suburban,suv,GASOLINE,Chevrolet,2014
2728,43,Grand Caravan,minivan,GASOLINE,Dodge,2017
2729,49,5 Series,car,GASOLINE,BMW,2012
2730,77,Impala,car,GASOLINE,Chevrolet,2016
2731,56,Explorer,suv,GASOLINE,Ford,2017
2732,66,F-150,truck,GASOLINE,Ford,2010
2733,15,Genesis G70,car,GASOLINE,Hyundai,2020
2734,6,Charger,car,GASOLINE,Dodge,2017
2735,77,Pathfinder,suv,GASOLINE,Nissan,2016
2736,53,200,car,GASOLINE,Chrysler,2015
2737,40,Cadenza,car,GASOLINE,Kia,2014
2738,56,Equinox,suv,GASOLINE,Chevrolet,2012
2739,18,EcoSport,suv,GASOLINE,Ford,2018
2740,46,Avenger,car,GASOLINE,Dodge,2014
2741,45,Elantra GT,car,GASOLINE,Hyundai,2013
2742,97,Sonata,car,GASOLINE,Hyundai,2011
2743,58,Jetta,car,GASOLINE,Volkswagen,2017
2744,54,Escape,suv,GASOLINE,Ford,2016
2745,50,Sonata,car,GASOLINE,Hyundai,2010
2746,49,Passat,car,GASOLINE,Volkswagen,2013
2747,37,Lancer,car,GASOLINE,Mitsubishi,2016
2748,21,Cooper Countryman,car,GASOLINE,MINI,2011
2749,14,Altima,car,GASOLINE,Nissan,2009
2750,96,Model 3,car,ELECTRIC,Tesla,2019
2751,74,Fusion,car,GASOLINE,Ford,2017
2752,84,5 Series,car,GASOLINE,BMW,2015
2753,91,Passat,car,DIESEL,Volkswagen,2013
2754,11,Cherokee,suv,GASOLINE,Jeep,2017
2755,71,Elantra,car,GASOLINE,Hyundai,2014
2756,28,Golf,car,DIESEL,Volkswagen,2013
2757,33,Commander,suv,GASOLINE,Jeep,2010
2758,6,RAV4 Hybrid,suv,HYBRID,Toyota,2019
2759,97,Sonata,car,GASOLINE,Hyundai,2018
2760,67,Fusion,car,GASOLINE,Ford,2016
2761,12,Rogue,suv,GASOLINE,Nissan,2016
2762,6,Yaris,car,GASOLINE,Toyota,2007
2763,52,Yaris,car,GASOLINE,Toyota,2007
2764,77,Prius Prime,car,HYBRID,Toyota,2017
2765,59,3 Series,car,GASOLINE,BMW,2017
2766,29,3 Series,car,GASOLINE,BMW,2015
2767,84,Model S,car,ELECTRIC,Tesla,2016
2768,23,Wrangler,suv,GASOLINE,Jeep,2015
2769,64,4 Series Gran Coupe,car,GASOLINE,BMW,2015
2770,71,Model 3,car,ELECTRIC,Tesla,2018
2771,75,Model S,car,ELECTRIC,Tesla,2015
2772,53,Bolt EV,car,ELECTRIC,Chevrolet,2019
2773,35,Focus,car,GASOLINE,Ford,2011
2774,9,Model 3,car,ELECTRIC,Tesla,2018
2775,23,Challenger,car,GASOLINE,Dodge,2020
2776,36,Crosstrek,suv,GASOLINE,Subaru,2018
2777,86,Accord,car,GASOLINE,Honda,2012
2778,66,Prius,car,HYBRID,Toyota,2014
2779,53,SQ5,suv,GASOLINE,Audi,2018
2780,73,Corolla,car,GASOLINE,Toyota,2016
2781,16,Model Y,suv,ELECTRIC,Tesla,2020
2782,53,5 Series,car,GASOLINE,BMW,2018
2783,37,Mustang,car,GASOLINE,Ford,2019
2784,82,Sprinter,van,GASOLINE,Mercedes-benz,2019
2785,46,4 Series,car,GASOLINE,BMW,2018
2786,67,Tucson,suv,GASOLINE,Hyundai,2009
2787,35,Escalade ESV,suv,GASOLINE,Cadillac,2016
2788,93,Trax,suv,GASOLINE,Chevrolet,2019
2789,73,Rogue Sport,suv,GASOLINE,Nissan,2019
2790,79,Traverse,suv,GASOLINE,Chevrolet,2019
2791,6,Avalon,car,GASOLINE,Toyota,2013
2792,33,4C,car,GASOLINE,Alfa Romeo,2015
2793,17,Model 3,car,ELECTRIC,Tesla,2018
2794,96,Camry,car,GASOLINE,Toyota,2018
2795,29,QX80,suv,GASOLINE,Infiniti,2016
2796,86,C-Class,car,GASOLINE,Mercedes-benz,2019
2797,1,i8,car,HYBRID,BMW,2015
2798,83,Ioniq Hybrid,car,HYBRID,Hyundai,2019
2799,53,RAV4,suv,GASOLINE,Toyota,2018
2800,27,7-Series,car,GASOLINE,BMW,2019
2801,44,Highlander,suv,GASOLINE,Toyota,2019
2802,71,Ghibli,car,GASOLINE,Maserati,2015
2803,89,911,car,GASOLINE,Porsche,2012
2804,9,F-TYPE,car,GASOLINE,Jaguar,2017
2805,6,Equinox,suv,GASOLINE,Chevrolet,2019
2806,33,Corvette,car,GASOLINE,Chevrolet,2017
2807,29,Eos,car,GASOLINE,Volkswagen,2009
2808,11,Corvette Stingray,car,GASOLINE,Chevrolet,2014
2809,62,718 Boxster,car,GASOLINE,Porsche,2018
2810,44,488 Spider,car,GASOLINE,Ferrari,2019
2811,57,Model S,car,ELECTRIC,Tesla,2018
2812,37,Model X,suv,ELECTRIC,Tesla,2019
2813,47,Corvette,car,GASOLINE,Chevrolet,2019
2814,46,Soul,car,GASOLINE,Kia,2014
2815,28,Camaro,car,GASOLINE,Chevrolet,2011
2816,73,Ghibli,car,GASOLINE,Maserati,2015
2817,83,Optima,car,GASOLINE,Kia,2019
2818,65,Cayman,car,GASOLINE,Porsche,2015
2819,49,Camaro,car,GASOLINE,Chevrolet,2011
2820,69,Corvette,car,GASOLINE,Chevrolet,2019
2821,96,Cayenne,suv,DIESEL,Porsche,2015
2822,2,LC 500,car,GASOLINE,Lexus,2018
2823,65,Wrangler Unlimited,suv,GASOLINE,Jeep,2019
2824,55,Silverado 1500,truck,GASOLINE,Chevrolet,2018
2825,68,Trax,suv,GASOLINE,Chevrolet,2020
2826,17,Model 3,car,ELECTRIC,Tesla,2018
2827,2,Sonata,car,GASOLINE,Hyundai,2019
2828,62,Spark,car,GASOLINE,Chevrolet,2020
2829,81,X5,suv,GASOLINE,BMW,2018
2830,36,Range Rover Sport,suv,GASOLINE,Land Rover,2019
2831,70,Wrangler Unlimited,suv,GASOLINE,Jeep,2019
2832,20,S-Class,car,HYBRID,Mercedes-Benz,2017
2833,16,Corvette,car,GASOLINE,Chevrolet,2015
2834,32,Ghibli,car,GASOLINE,Maserati,2016
2835,18,Elantra,car,GASOLINE,Hyundai,2020
2836,99,Model 3,car,ELECTRIC,Tesla,2018
2837,76,Corvette,car,GASOLINE,Chevrolet,2018
2838,47,Prius c,car,HYBRID,Toyota,2016
2839,82,Challenger,car,GASOLINE,Dodge,2018
2840,31,Impala,car,GASOLINE,Chevrolet,2019
2841,33,TSX,car,GASOLINE,Acura,2012
2842,48,Panamera,car,GASOLINE,Porsche,2015
2843,46,Cayenne,suv,GASOLINE,Porsche,2017
2844,36,Model X,suv,ELECTRIC,Tesla,2016
2845,73,Model S,car,ELECTRIC,Tesla,2015
2846,27,Model S,car,ELECTRIC,Tesla,2013
2847,61,Model S,car,ELECTRIC,Tesla,2016
2848,46,6 Series,car,GASOLINE,BMW,2017
2849,22,X5,suv,GASOLINE,BMW,2019
2850,26,GLE-Class,suv,GASOLINE,Mercedes-benz,2020
2851,69,Odyssey,minivan,GASOLINE,Honda,2016
2852,62,Model S,car,ELECTRIC,Tesla,2016
2853,66,Model S,car,ELECTRIC,Tesla,2017
2854,37,E-Class,car,GASOLINE,Mercedes-Benz,2018
2855,45,Model S,car,ELECTRIC,Tesla,2017
2856,90,Solstice,car,GASOLINE,Pontiac,2007
2857,51,Rogue,suv,GASOLINE,Nissan,2020
2858,81,M4,car,GASOLINE,BMW,2017
2859,85,i3,car,HYBRID,BMW,2016
2860,82,Civic,car,GASOLINE,Honda,2011
2861,35,Slingshot,car,GASOLINE,Polaris,2017
2862,11,4 Series,car,GASOLINE,BMW,2018
2863,54,124 Spider,car,GASOLINE,FIAT,2018
2864,91,X5,suv,GASOLINE,BMW,2019
2865,42,A5,car,GASOLINE,Audi,2018
2866,71,Mustang,car,GASOLINE,Ford,2018
2867,20,G-Class,suv,GASOLINE,Mercedes-Benz,2013
2868,19,Grand Cherokee,suv,GASOLINE,Jeep,2018
2869,6,Supra,car,GASOLINE,Toyota,2020
2870,97,I8,car,HYBRID,BMW,2019
2871,98,Mustang,car,GASOLINE,Ford,2018
2872,42,Boxster,car,GASOLINE,Porsche,2007
2873,45,Pacifica,minivan,GASOLINE,Chrysler,2018
2874,66,Fiesta,car,GASOLINE,Ford,2017
2875,45,Focus,car,GASOLINE,Ford,2018
2876,69,MAZDA2,car,GASOLINE,Mazda,2012
2877,66,Focus,car,GASOLINE,Ford,2018
2878,91,Model 3,car,ELECTRIC,Tesla,2018
2879,79,i8,car,HYBRID,BMW,2015
2880,12,Accord,car,GASOLINE,Honda,2013
2881,24,Spark,car,GASOLINE,Chevrolet,2014
2882,55,Model S,car,ELECTRIC,Tesla,2013
2883,94,Model S,car,ELECTRIC,Tesla,2016
2884,38,Corvette,car,GASOLINE,Chevrolet,2015
2885,33,Model X,suv,ELECTRIC,Tesla,2016
2886,93,A4,car,GASOLINE,Audi,2013
2887,17,Fiesta,car,GASOLINE,Ford,2017
2888,79,Corvette,car,GASOLINE,Chevrolet,2013
2889,79,Panamera,car,GASOLINE,Porsche,2012
2890,13,MX-5 Miata RF,car,GASOLINE,Mazda,2017
2891,64,Fiesta,car,GASOLINE,Ford,2017
2892,31,Fiesta,car,GASOLINE,Ford,2017
2893,24,Model 3,car,ELECTRIC,Tesla,2018
2894,31,California,car,GASOLINE,Ferrari,2010
2895,68,Model 3,car,ELECTRIC,Tesla,2020
2896,76,Model 3,car,ELECTRIC,Tesla,2019
2897,17,F-150,truck,GASOLINE,Ford,2019
2898,92,Model S,car,ELECTRIC,Tesla,2016
2899,34,5 Series,car,GASOLINE,BMW,2011
2900,7,Model X,suv,ELECTRIC,Tesla,2018
2901,47,Optima,car,GASOLINE,Kia,2015
2902,75,911,car,GASOLINE,Porsche,2012
2903,18,ES 350,car,GASOLINE,Lexus,2013
2904,83,M5,car,GASOLINE,BMW,2015
2905,27,Model S,car,ELECTRIC,Tesla,2014
2906,29,Verano,car,GASOLINE,Buick,2014
2907,55,Renegade,suv,GASOLINE,Jeep,2017
2908,8,Range Rover Velar,suv,GASOLINE,Land Rover,2019
2909,68,X1,suv,GASOLINE,BMW,2016
2910,9,Model 3,car,ELECTRIC,Tesla,2019
2911,78,C-Class,car,GASOLINE,Mercedes-Benz,2016
2912,17,Wrangler,suv,GASOLINE,Jeep,2015
2913,39,Corvette,car,GASOLINE,Chevrolet,2017
2914,54,Genesis G70,car,GASOLINE,Hyundai,2019
2915,45,Cruze,car,GASOLINE,Chevrolet,2018
2916,70,LR4,suv,GASOLINE,Land Rover,2013
2917,17,C-Class,car,GASOLINE,Mercedes-Benz,2014
2918,85,Model 3,car,ELECTRIC,Tesla,2018
2919,31,M-Class,suv,GASOLINE,Mercedes-Benz,2008
2920,57,Forester,suv,GASOLINE,Subaru,2017
2921,66,RX 350,suv,GASOLINE,Lexus,2017
2922,69,Fusion,car,GASOLINE,Ford,2013
2923,16,Passat,car,GASOLINE,Volkswagen,2014
2924,88,Range Rover Evoque,suv,GASOLINE,Land Rover,2013
2925,4,Durango,suv,GASOLINE,Dodge,2019
2926,79,Transit Wagon,van,GASOLINE,Ford,2018
2927,23,Transit Wagon,van,GASOLINE,Ford,2018
2928,93,Transit Wagon,van,GASOLINE,Ford,2018
2929,100,ES 350,car,GASOLINE,Lexus,2009
2930,35,Odyssey,minivan,GASOLINE,Honda,2015
2931,30,Transit Wagon,van,GASOLINE,Ford,2017
2932,69,Yaris,car,GASOLINE,Toyota,2008
2933,66,Transit Wagon,van,GASOLINE,Ford,2015
2934,6,CLA-Class,car,GASOLINE,Mercedes-Benz,2014
2935,33,Fiesta,car,GASOLINE,Ford,2019
2936,76,Slingshot,car,GASOLINE,Polaris,2020
2937,23,Elantra,car,GASOLINE,Hyundai,2018
2938,40,Accent,car,GASOLINE,Hyundai,2018
2939,16,Accent,car,GASOLINE,Hyundai,2018
2940,42,Tucson,suv,GASOLINE,Hyundai,2018
2941,12,Tundra,truck,GASOLINE,Toyota,2018
2942,34,Fusion,car,HYBRID,Ford,2010
2943,79,Fusion,car,GASOLINE,Ford,2017
2944,21,MX-5 Miata,car,GASOLINE,Mazda,2016
2945,58,Impreza,car,GASOLINE,Subaru,2017
2946,49,Model S,car,ELECTRIC,Tesla,2015
2947,76,Jetta,car,GASOLINE,Volkswagen,2017
2948,3,Q3,suv,GASOLINE,Audi,2017
2949,46,Sonata,car,GASOLINE,Hyundai,2013
2950,77,Tiguan,suv,GASOLINE,Volkswagen,2016
2951,9,Model S,car,ELECTRIC,Tesla,2016
2952,6,Cooper Countryman,car,GASOLINE,MINI,2013
2953,88,Tahoe,suv,GASOLINE,Chevrolet,2017
2954,86,CX-5,suv,GASOLINE,Mazda,2016
2955,16,Model 3,car,ELECTRIC,Tesla,2019
2956,96,Model 3,car,ELECTRIC,Tesla,2019
2957,60,Mustang,car,GASOLINE,Ford,2017
2958,52,Mustang,car,GASOLINE,Ford,2017
2959,8,Wrangler,suv,GASOLINE,Jeep,2018
2960,53,F-TYPE,car,GASOLINE,Jaguar,2014
2961,31,DB9,car,GASOLINE,Aston Martin,2010
2962,26,Prius,car,HYBRID,Toyota,2010
2963,94,Camaro,car,GASOLINE,Chevrolet,2019
2964,93,WRX,car,GASOLINE,Subaru,2016
2965,1,Corvette,car,GASOLINE,Chevrolet,2019
2966,32,Model 3,car,ELECTRIC,Tesla,2019
2967,89,Mustang,car,GASOLINE,Ford,2017
2968,38,Sienna,minivan,GASOLINE,Toyota,2018
2969,8,S-Class,car,GASOLINE,Mercedes-Benz,2014
2970,87,Camry,car,GASOLINE,Toyota,2020
2971,13,Huracan,car,GASOLINE,Lamborghini,2016
2972,47,Wrangler Unlimited,suv,GASOLINE,Jeep,2020
2973,78,S60,car,GASOLINE,Volvo,2014
2974,20,Tundra,truck,GASOLINE,Toyota,2020
2975,97,XTS,car,GASOLINE,Cadillac,2017
2976,72,Corvette Stingray,car,GASOLINE,Chevrolet,2014
2977,89,E-Class,car,GASOLINE,Mercedes-Benz,2014
2978,43,Macan,suv,GASOLINE,Porsche,2020
2979,32,AMG GT,car,GASOLINE,Mercedes-Benz,2018
2980,85,Wrangler Unlimited,suv,GASOLINE,Jeep,2020
2981,23,RX 450h,suv,HYBRID,Lexus,2013
2982,45,Range Rover Sport,suv,GASOLINE,Land Rover,2014
2983,70,Model S,car,ELECTRIC,Tesla,2012
2984,28,Model X,suv,ELECTRIC,Tesla,2017
2985,52,Range Rover Velar,suv,GASOLINE,Land Rover,2019
2986,2,488GTB,car,GASOLINE,Ferrari,2018
2987,15,Grand Caravan,minivan,GASOLINE,Dodge,2013
2988,21,Range Rover Sport,suv,GASOLINE,Land Rover,2014
2989,6,Focus,car,GASOLINE,Ford,2016
2990,98,Range Rover Evoque,suv,GASOLINE,Land Rover,2013
2991,88,Range Rover Sport,suv,GASOLINE,Land Rover,2014
2992,76,Mustang,car,GASOLINE,Ford,2018
2993,22,Mustang,car,GASOLINE,Ford,2018
2994,41,4-Series,car,GASOLINE,BMW,2020
2995,4,Mustang,car,GASOLINE,Ford,2016
2996,39,Grand Caravan,minivan,GASOLINE,Dodge,2019
2997,87,Range Rover Sport,suv,GASOLINE,Land Rover,2018
2998,39,Q8,suv,GASOLINE,Audi,2019
2999,53,XC90,suv,GASOLINE,Volvo,2020
3000,61,Model S,car,ELECTRIC,Tesla,2017
3001,3,Giulia,car,GASOLINE,Alfa Romeo,2017
3002,36,Cherokee,suv,GASOLINE,Jeep,2019
3003,76,4 Series,car,GASOLINE,BMW,2017
3004,54,XC90,suv,GASOLINE,Volvo,2018
3005,71,Challenger,car,GASOLINE,Dodge,2014
3006,47,Model X,suv,ELECTRIC,Tesla,2018
3007,55,GLE-Class,suv,GASOLINE,Mercedes-benz,2020
3008,93,Mustang,car,GASOLINE,Ford,2019
3009,58,Slingshot,car,GASOLINE,Polaris,2019
3010,93,Passat,car,GASOLINE,Volkswagen,2017
3011,63,Suburban,suv,GASOLINE,Chevrolet,2015
3012,56,4 Series Gran Coupe,car,GASOLINE,BMW,2016
3013,65,Range Rover Evoque,suv,GASOLINE,Land Rover,2015
3014,34,Rogue,suv,GASOLINE,Nissan,2013
3015,10,Mustang,car,GASOLINE,Ford,2016
3016,97,GLS-Class,suv,GASOLINE,Mercedes-benz,2019
3017,86,Cruze Limited,car,GASOLINE,Chevrolet,2016
3018,1,SLK-Class,car,GASOLINE,Mercedes-Benz,2015
3019,75,Sportage,suv,GASOLINE,Kia,2015
3020,27,4 Series,car,GASOLINE,BMW,2018
3021,7,F-150,truck,GASOLINE,Ford,2017
3022,100,Grand Caravan,minivan,GASOLINE,Dodge,2019
3023,90,Durango,suv,GASOLINE,Dodge,2015
3024,37,Equinox,suv,GASOLINE,Chevrolet,2016
3025,60,500,car,GASOLINE,FIAT,2013
3026,46,Equinox,suv,GASOLINE,Chevrolet,2011
3027,2,X3,suv,GASOLINE,BMW,2017
3028,93,Grand Caravan,minivan,GASOLINE,Dodge,2014
3029,52,Canyon,truck,GASOLINE,GMC,2016
3030,92,RAV4,suv,GASOLINE,Toyota,2018
3031,3,Equus,car,GASOLINE,Hyundai,2014
3032,88,Town and Country,minivan,GASOLINE,Chrysler,2012
3033,47,2 Series,car,GASOLINE,BMW,2016
3034,66,Mustang,car,GASOLINE,Ford,2017
3035,84,Urus,suv,GASOLINE,Lamborghini,2019
3036,3,Cruze,car,GASOLINE,Chevrolet,2011
3037,80,4 Series,car,GASOLINE,BMW,2018
3038,17,A6,car,GASOLINE,Audi,2019
3039,38,Sonic,car,GASOLINE,Chevrolet,2013
3040,69,4 Series,car,GASOLINE,BMW,2014
3041,10,Versa,car,GASOLINE,Nissan,2016
3042,26,Outback,suv,GASOLINE,Subaru,2019
3043,30,Corolla,car,GASOLINE,Toyota,2016
3044,18,Civic,car,GASOLINE,Honda,2017
3045,80,C-Class,car,GASOLINE,Mercedes-Benz,2018
3046,35,Jetta,car,GASOLINE,Volkswagen,2015
3047,70,Accord,car,GASOLINE,Honda,2018
3048,86,Model 3,car,ELECTRIC,Tesla,2018
3049,12,Model 3,car,ELECTRIC,Tesla,2020
3050,78,Model 3,car,ELECTRIC,Tesla,2019
3051,82,Legacy,car,GASOLINE,Subaru,2020
3052,32,CR-V,suv,GASOLINE,Honda,2019
3053,5,RAV4,suv,GASOLINE,Toyota,2015
3054,78,Pilot,suv,GASOLINE,Honda,2019
3055,88,Rogue,suv,GASOLINE,Nissan,2017
3056,46,Odyssey,minivan,GASOLINE,Honda,2018
3057,23,Model X,suv,ELECTRIC,Tesla,2016
3058,93,Model X,suv,ELECTRIC,Tesla,2018
3059,37,GLC-Class,suv,GASOLINE,Mercedes-benz,2020
3060,78,Civic,car,GASOLINE,Honda,2018
3061,97,Touareg,suv,GASOLINE,Volkswagen,2014
3062,81,911,car,GASOLINE,Porsche,2018
3063,98,Tiguan,suv,GASOLINE,Volkswagen,2015
3064,52,CT 200h,car,HYBRID,Lexus,2015
3065,62,Model 3,car,ELECTRIC,Tesla,2018
3066,44,Model X,suv,ELECTRIC,Tesla,2018
3067,83,X3,suv,GASOLINE,BMW,2016
3068,10,Accord Sedan,car,GASOLINE,Honda,2020
3069,96,Model X,suv,ELECTRIC,Tesla,2019
3070,92,Hardtop 2dr,car,GASOLINE,MINI,2019
3071,46,Model X,suv,ELECTRIC,Tesla,2018
3072,97,Model X,suv,ELECTRIC,Tesla,2018
3073,87,Model X,suv,ELECTRIC,Tesla,2019
3074,23,Ioniq Hybrid,car,HYBRID,Hyundai,2017
3075,99,i8,car,HYBRID,BMW,2017
3076,60,Model X,suv,ELECTRIC,Tesla,2019
3077,36,Model X,suv,ELECTRIC,Tesla,2017
3078,31,G-Class,suv,GASOLINE,Mercedes-Benz,2010
3079,97,Model S,car,ELECTRIC,Tesla,2013
3080,76,500,car,GASOLINE,FIAT,2013
3081,99,S-Class,car,GASOLINE,Mercedes-Benz,2015
3082,39,Model 3,car,ELECTRIC,Tesla,2018
3083,45,Panamera,car,GASOLINE,Porsche,2017
3084,39,Model 3,car,ELECTRIC,Tesla,2018
